"RwID","SOATO_U","UKRNAME","RUSNAME","ENGNAME","SETTLTYPE","ZONE","NewFittedZone","REGION","DISTRICT","c25_gr1"
20421,"4821782001","Луб'янка","Лубянка","Lub'yanka","село",0,0,"Миколаївська","Веселинiвський",11.2
20422,"4824885801","Троїцьке","Троицкое","Troits'ke","село",0,0,"Миколаївська","Новоодеський",12.09
20423,"5123182505","Новосеменівка","Новосеменовка","Novosemenivka","село",0,0,"Одеська","Красноокнянський",9.42
20424,"5125485607","Якимів Яр","Акимов Яр","Yakymiv Yar","село",0,0,"Одеська","Ширяївський",5.59
20425,"1423984401","Мелекине","Мелекино","Melekyne","село",0,0,"Донецька","Першотравневий",3.7
20426,"","Червона Федорiвка","","","",0,0,"","",11
20427,"2325280805","Рибалівка","Рыбаловка","Rybalivka","село",0,0,"Запорiзька","Токмацький",3.7
20428,"4821180705","Отрадне","Отрадное","Otradne","село",0,0,"Миколаївська","Березнегуватський",9.92
20429,"6524181001","Гаврилівка","Гавриловка","Havrylivka","село",0,0,"Херсонська","Нововоронцовський",4.91
20430,"6524181501","Дудчани","Дудчаны","Dudchany","село",0,0,"Херсонська","Нововоронцовський",4.62
20431,"5123584501","Стрюкове","Стрюково","Striukove","село",0,0,"Одеська","Миколаївський",6.86
20432,"4820681806","Новофонтанка","Новофонтанка","Novofontanka","село",0,0,"Миколаївська","Баштанський",11.46
20433,"6521255100","Велика Лепетиха","Великая Лепетиха","Velyka Lepetykha","смт",0,0,"Херсонська","Великолепетиський",5.14
20434,"4824884402","Кіровка","Кировка","Kirovka","село",0,0,"Миколаївська","Новоодеський",11.46
20435,"4821181707","Новоросійське","Новороссийское","Novorosiis'ke","село",0,0,"Миколаївська","Березнегуватський",7.38
20436,"5125485901","Чогодарівка","Чегодаровка","Chohodarivka","село",0,0,"Одеська","Ширяївський",5.78
20437,"2324882003","Нельгівка","Нельговка","Nel'hivka","село",0,0,"Запорiзька","Приморський",3
20438,"5125482205","Машенька","Машенька","Mashen'ka","село",0,0,"Одеська","Ширяївський",6.49
20439,"5125255107","Давидівка","Давыдовка","Davydivka","село",0,0,"Одеська","Фрунзiвський",7.63
20440,"2320655202","Іванівка","Ивановка","Ivanivka","село",0,0,"Запорiзька","Бердянський",2.8
20441,"5125455100","Ширяєве","Ширяево","Shyriaieve","смт",0,0,"Одеська","Ширяївський",5.54
20442,"2323384406","Підгірне","Подгорное","Pidhirne","село",0,0,"Запорiзька","Михайлiвський",4.1
20443,"4820682201","Костичі","Костычи","Kostychi","село",0,0,"Миколаївська","Баштанський",10.69
20444,"5123180805","Тригради","Триграды","Tryhrady","село",0,0,"Одеська","Красноокнянський",9.96
20445,"5125255113","Новопавлівка","Новопавловка","Novopavlivka","село",0,0,"Одеська","Фрунзiвський",7.5
20446,"2320686003","Деревецьке","Деревецкое","Derevets'ke","село",0,0,"Запорiзька","Бердянський",3.2
20447,"5121286101","Яснопілля","Яснополье","Yasnopillia","село",0,0,"Одеська","Березiвський",8.05
20448,"6521281102","Костянтинівка","Константиновка","Kostiantynivka","село",0,0,"Херсонська","Великолепетиський",4.42
20449,"2323384401","Мар'янівка","Марьяновка","Mar'yanivka","село",0,0,"Запорiзька","Михайлiвський",4
20450,"4821755100","Веселинове","Веселиново","Veselynove","смт",0,0,"Миколаївська","Веселинiвський",10.74
20451,"5125480504","Самійлівка","Самойловка","Samiilivka","село",0,0,"Одеська","Ширяївський",5.98
20452,"5125281909","Новомиколаївка","Новониколаевка","Novomykolaivka","село",0,0,"Одеська","Фрунзiвський",8.02
20453,"5125280505","Червона Стінка","Червоная Стенка","Chervona Stinka","село",0,0,"Одеська","Фрунзiвський",8.31
20454,"5123180801","Гулянка","Гулянка","Hulianka","село",0,0,"Одеська","Красноокнянський",10.39
20455,"6521581101","Зелене","Зеленое","Zelene","село",0,0,"Херсонська","Верхньорогачицький",4.22
20456,"4821780309","Улянове","Ульяново","Ulianove","село",0,0,"Миколаївська","Веселинiвський",8.7
20457,"","Василiвка","","","",0,0,"","",1
20458,"5125486006","Преображенка","Преображенка","Preobrazhenka","село",0,0,"Одеська","Ширяївський",5.85
20459,"4824881602","Островське","Островское","Ostrovs'ke","село",0,0,"Миколаївська","Новоодеський",10.63
20460,"4821755507","Новомиколаївка","Новониколаевка","Novomykolaivka","село",0,0,"Миколаївська","Веселинiвський",9.3
20461,"5123585504","Нова Григорівка","Новая Григоровка","Nova Hryhorivka","село",0,0,"Одеська","Миколаївський",6.05
20462,"","Каїри","","","",0,0,"","",6
20463,"4824850100","Нова Одеса","Новая Одесса","Nova Odesa","мiсто",0,0,"Миколаївська","Новоодеський",11.04
20464,"5125255405","Гедеримове Перше","Гедеримово Первое","Hederymove Pershe","село",0,0,"Одеська","Фрунзiвський",6.83
20465,"4820686501","Явкине","Явкино","Yavkyne","село",0,0,"Миколаївська","Баштанський",10.18
20466,"2320655205","Софіївка","Софиевка","Sofiivka","село",0,0,"Запорiзька","Бердянський",2.8
20467,"2320683503","Новоіванівка","Новоивановка","Novoivanivka","село",0,0,"Запорiзька","Бердянський",2.9
20468,"2320682005","Шевченкове","Шевченково","Shevchenkove","село",0,0,"Запорiзька","Бердянський",2.7
20469,"4821785004","Новий Степ","Новая Степь","Novyi Step","село",0,0,"Миколаївська","Веселинiвський",11.21
20470,"2325580503","Замістя","Замостье","Zamistia","село",0,0,"Запорiзька","Чернiгiвський",3.7
20471,"2320683505","Радивонівка","Радивоновка","Radyvonivka","село",0,0,"Запорiзька","Бердянський",2.9
20472,"4821155100","Березнегувате","Березнеговатое","Bereznehuvate","смт",0,0,"Миколаївська","Березнегуватський",9.2
20473,"4821183001","Мурахівка","Мураховка","Murakhivka","село",0,0,"Миколаївська","Березнегуватський",7.76
20474,"5123583403","Шевченка","Шевченко","Shevchenka","село",0,0,"Одеська","Миколаївський",7.32
20475,"1423955502","Юр'ївка","Юрьевка","Yur'ivka","село",0,0,"Донецька","Першотравневий",3.9
20476,"2325281605","Ударник","Ударник","Udarnyk","село",0,0,"Запорiзька","Токмацький",3.4
20477,"","Зелений Клин","","","",0,0,"","",1
20478,"4821180701","Висунськ","Висунск","Vysuns'k","село",0,0,"Миколаївська","Березнегуватський",9.14
20479,"4821782006","Петрівка","Петровка","Petrivka","село",0,0,"Миколаївська","Веселинiвський",10.97
20480,"2324881601","Єлисеївка","Елисеевка","Yelyseivka","село",0,0,"Запорiзька","Приморський",2.8
20481,"4824281203","Новоандрiївка","","","",0,0,"","",11.38
20482,"4821780301","Зелене","Зеленое","Zelene","село",0,0,"Миколаївська","Веселинiвський",8.87
20483,"4824286010","Андріївка","Андреевка","Andriivka","село",0,0,"Миколаївська","Миколаївський",11.58
20484,"","Привiльне","","","",0,0,"","",3.9
20485,"4821180402","Новогригорівка","Новогригоровка","Novohryhorivka","село",0,0,"Миколаївська","Березнегуватський",6.87
20486,"2325585705","Тарасівка","Тарасовка","Tarasivka","село",0,0,"Запорiзька","Чернiгiвський",3.3
20487,"5125255101","Балашове","Балашово","Balashove","село",0,0,"Одеська","Фрунзiвський",7.43
20488,"5123584505","Успенка","Успенка","Uspenka","село",0,0,"Одеська","Миколаївський",6.36
20489,"6521584402","Лисиче","Лисичье","Lysyche","село",0,0,"Херсонська","Верхньорогачицький",4.11
20490,"5125482201","Малігонове","Малигоново","Malihonove","село",0,0,"Одеська","Ширяївський",6.11
20491,"6521584403","Павлівка","Павловка","Pavlivka","село",0,0,"Херсонська","Верхньорогачицький",4.05
20492,"2323384403","Молодіжне","Молодежное","Molodizhne","село",0,0,"Запорiзька","Михайлiвський",4.2
20493,"4821183005","Калинівка","Калиновка","Kalynivka","село",0,0,"Миколаївська","Березнегуватський",8.2
20494,"2325585701","Панфілівка","Панфиловка","Panfilivka","село",0,0,"Запорiзька","Чернiгiвський",3.6
20495,"4821783405","Новосілка","Новоселка","Novosilka","село",0,0,"Миколаївська","Веселинiвський",9.6
20496,"5125281907","Нова Шибка","Новая Шыбка","Nova Shybka","село",0,0,"Одеська","Фрунзiвський",7.78
20497,"2321284002","Піскошине","Пискошино","Piskoshyne","село",0,0,"Запорiзька","Веселiвський",4.9
20498,"5125484705","Яринославка","Яринославка","Yarynoslavka","село",0,0,"Одеська","Ширяївський",5.49
20499,"2323384405","Олександрівка","Александровка","Oleksandrivka","село",0,0,"Запорiзька","Михайлiвський",4.2
20500,"6520982001","Давидів Брід","Давыдов Брод","Davydiv Brid","село",0,0,"Херсонська","Великоолександрiвський",6.74
20501,"4824881603","Улянівка","Ульяновка","Ulianivka","село",0,0,"Миколаївська","Новоодеський",10.65
20502,"4820685901","Христофорівка","Христофоровка","Khrystoforivka","село",0,0,"Миколаївська","Баштанський",10.33
20503,"2324583701","Маківка","Маковка","Makivka","село",0,0,"Запорiзька","Приазовський",3.5
20504,"","Розкiшне","","","",0,0,"","",3.4
20505,"4821785007","Штукар","Штукар","Shtukar","село",0,0,"Миколаївська","Веселинiвський",10.96
20506,"2325281602","Грушівка","Грушевка","Hrushivka","село",0,0,"Запорiзька","Токмацький",3.4
20507,"2323083903","Орлове","Орлово","Orlove","село",0,0,"Запорiзька","Мелiтопольський",3.6
20508,"5125485601","Старі Маяки","Старые Маяки","Stari Maiaky","село",0,0,"Одеська","Ширяївський",5.6
20509,"5125280503","Василівка","Василевка","Vasylivka","село",0,0,"Одеська","Фрунзiвський",8.73
20510,"6520983501","Нова Кам'янка","Новая Каменка","Nova Kam'yanka","село",0,0,"Херсонська","Великоолександрiвський",5.77
20511,"2324882001","Зеленівка","Зеленовка","Zelenivka","село",0,0,"Запорiзька","Приморський",3.3
20512,"4821783402","Григорівка","Григоровка","Hryhorivka","село",0,0,"Миколаївська","Веселинiвський",10.13
20513,"2323083903","Орлове","Орлово","Orlove","село",0,0,"Запорiзька","Мелiтопольський",3.6
20514,"1423985501","Урзуф","Урзуф","Urzuf","село",0,0,"Донецька","Першотравневий",4
20515,"5123583401","Петрівка","Петровка","Petrivka","село",0,0,"Одеська","Миколаївський",6.93
20516,"2323083901","Світлодолинське","Светлодолинское","Svitlodolyns'ke","село",0,0,"Запорiзька","Мелiтопольський",3.7
20517,"2321282302","Добровольчеське","Добровольческое","Dobrovol'ches'ke","село",0,0,"Запорiзька","Веселiвський",5.1
20518,"2321255102","Новоолександрівка","Новоалександровка","Novooleksandrivka","село",0,0,"Запорiзька","Веселiвський",4.8
20519,"2321282303","Новоукраїнка","Новоукраинка","Novoukrainka","село",0,0,"Запорiзька","Веселiвський",5
20520,"5123183403","Дністровець","Днестровец","Dnistrovets'","село",0,0,"Одеська","Красноокнянський",9.86
20521,"6520981004","Садок","Садок","Sadok","село",0,0,"Херсонська","Великоолександрiвський",6.02
20522,"4821155102","Костомарiвка","","","",0,0,"","",8.6
20523,"5125481901","Макарове","Макарово","Makarove","село",0,0,"Одеська","Ширяївський",5.7
20524,"4821783401","Поділля","Подолье","Podillia","село",0,0,"Миколаївська","Веселинiвський",9.83
20525,"2323083903","Орлове","Орлово","Orlove","село",0,0,"Запорiзька","Мелiтопольський",3.6
20526,"5121285705","Юркове","Юрково","Yurkove","село",0,0,"Одеська","Березiвський",8.26
20527,"4821755506","Михайлівка","Михайловка","Mykhailivka","село",0,0,"Миколаївська","Веселинiвський",9.13
20528,"2325281601","Кірове","Кирово","Kirove","село",0,0,"Запорiзька","Токмацький",3.4
20529,"5123584503","Мартинівка","Мартыновка","Martynivka","село",0,0,"Одеська","Миколаївський",6.85
20530,"1423984402","Білосарайська","Белосарайская","Bilosarais'ka","село",0,0,"Донецька","Першотравневий",3.7
20531,"5121285701","Червоноволодимирівка","Червоновладимировка","Chervonovolodymyrivka","село",0,0,"Одеська","Березiвський",7.93
20532,"6520981001","Борозенське","Борозенское","Borozens'ke","село",0,0,"Херсонська","Великоолександрiвський",5.75
20533,"4821785006","Федорівка","Федоровка","Fedorivka","село",0,0,"Миколаївська","Веселинiвський",10.34
20534,"4821183003","Велике Артакове","Великое Артаково","Velyke Artakove","село",0,0,"Миколаївська","Березнегуватський",7.41
20535,"2321282301","Калинівка","Калиновка","Kalynivka","село",0,0,"Запорiзька","Веселiвський",5
20536,"4821180401","Біла Криниця","Белая Криница","Bila Krynytsia","село",0,0,"Миколаївська","Березнегуватський",7.07
20537,"4820683005","Перемога","Перемога","Peremoha","селище",0,0,"Миколаївська","Баштанський",9.86
20538,"2325585704","Олександрівка","Александровка","Oleksandrivka","село",0,0,"Запорiзька","Чернiгiвський",3.7
20539,"5125486004","Лідівка","Лидовка","Lidivka","село",0,0,"Одеська","Ширяївський",5.74
20540,"5125485903","Качулове","Качулово","Kachulove","село",0,0,"Одеська","Ширяївський",5.88
20541,"5123183404","Нестерове","Нестерово","Nesterove","село",0,0,"Одеська","Красноокнянський",10.18
20542,"","Богданiвка","","","",0,0,"","",3.9
20543,"4821780304","Колосівка","Колосовка","Kolosivka","село",0,0,"Миколаївська","Веселинiвський",8.44
20544,"2323086205","Відрадне","Отрадное","Vidradne","село",0,0,"Запорiзька","Мелiтопольський",3.5
20545,"4824881601","Воронцівка","Воронцовка","Vorontsivka","село",0,0,"Миколаївська","Новоодеський",10.42
20546,"5125255415","Скинешори","Скинешоры","Skyneshory","село",0,0,"Одеська","Фрунзiвський",6.5
20547,"4821780603","Новокатеринівка","Новокатериновка","Novokaterynivka","село",0,0,"Миколаївська","Веселинiвський",10.97
20548,"5125255117","Стоянове","Стояново","Stoianove","село",0,0,"Одеська","Фрунзiвський",7.34
20549,"6520981003","П'ятихатки","Пятихатки","P'yatykhatky","село",0,0,"Херсонська","Великоолександрiвський",5.76
20550,"6520981502","Безводне","Безводное","Bezvodne","село",0,0,"Херсонська","Великоолександрiвський",6.2
20551,"6521584401","Самійлівка","Самойловка","Samiilivka","село",0,0,"Херсонська","Верхньорогачицький",4.02
20552,"6520981503","Іщенка","Ищенка","Ishchenka","село",0,0,"Херсонська","Великоолександрiвський",6.34
20553,"6524181501","Дудчани","Дудчаны","Dudchany","село",0,0,"Херсонська","Нововоронцовський",4.62
20554,"5123585501","Шабельники","Шабельники","Shabel'nyky","село",0,0,"Одеська","Миколаївський",6.12
20555,"6521283301","Мала Лепетиха","Малая Лепетиха","Mala Lepetykha","село",0,0,"Херсонська","Великолепетиський",5.04
20556,"6520982002","Білогірка","Белогорка","Bilohirka","село",0,0,"Херсонська","Великоолександрiвський",6.87
20557,"4824281201","Ковалівка","Ковалевка","Kovalivka","село",0,0,"Миколаївська","Миколаївський",10.44
20558,"2321284001","Менчикури","Менчикуры","Menchykury","село",0,0,"Запорiзька","Веселiвський",4.9
20559,"2323082005","Троїцьке","Троицкое","Troits'ke","село",0,0,"Запорiзька","Мелiтопольський",3.8
20560,"2325281605","Ударник","Ударник","Udarnyk","село",0,0,"Запорiзька","Токмацький",3.4
20561,"4821780602","Весняна Квітка","Весняная Квитка","Vesniana Kvitka","село",0,0,"Миколаївська","Веселинiвський",10.68
20562,"6520684201","Милове","Мыловое","Mylove","село",0,0,"Херсонська","Бериславський",5.01
20563,"5125485606","Тимофіївка","Тимофеевка","Tymofiivka","село",0,0,"Одеська","Ширяївський",5.62
20564,"2323085111","Федорівка","Федоровка","Fedorivka","село",0,0,"Запорiзька","Мелiтопольський",4
20565,"4821180707","Пришиб","Пришиб","Pryshyb","село",0,0,"Миколаївська","Березнегуватський",8.94
20566,"5121283101","Михайло-Олександрівка","Михайло-Александровка","Mykhailo-Oleksandrivka","село",0,0,"Одеська","Березiвський",7.27
20567,"5125255400","Затишшя","Затишье","Zatyshshia","смт",0,0,"Одеська","Фрунзiвський",6.58
20568,"","Солеварка","","","",0,0,"","",6
20569,"6521584401","Самійлівка","Самойловка","Samiilivka","село",0,0,"Херсонська","Верхньорогачицький",4.02
20570,"5123583402","Сиротинка","Сиротинка","Syrotynka","село",0,0,"Одеська","Миколаївський",6.98
20571,"5123585502","Бірюкове","Бирюково","Biriukove","село",0,0,"Одеська","Миколаївський",5.88
20572,"5125485606","Тимофіївка","Тимофеевка","Tymofiivka","село",0,0,"Одеська","Ширяївський",5.62
20573,"5123183401","Римарівка","Рымаровка","Rymarivka","село",0,0,"Одеська","Красноокнянський",10.01
20574,"4820681202","Степанівка","Степановка","Stepanivka","село",0,0,"Миколаївська","Баштанський",8.79
20575,"5125481901","Макарове","Макарово","Makarove","село",0,0,"Одеська","Ширяївський",5.7
20576,"","Полянка","","","",0,0,"","",6
20577,"2323082002","Відродження","Видродження","Vidrodzhennia","селище",0,0,"Запорiзька","Мелiтопольський",4.1
20578,"5125484701","Осинівка","Осиновка","Osynivka","село",0,0,"Одеська","Ширяївський",5.5
20579,"4821755500","Кудрявцівка","Кудрявцевка","Kudriavtsivka","смт",0,0,"Миколаївська","Веселинiвський",8.88
20580,"5123584504","Рождественка","Рождественка","Rozhdestvenka","село",0,0,"Одеська","Миколаївський",6.82
20581,"4820680701","Добра Криниця","Добрая Криница","Dobra Krynytsia","село",0,0,"Миколаївська","Баштанський",10.1
20582,"5125255409","Загір'я","Загорье","Zahir'ya","село",0,0,"Одеська","Фрунзiвський",6.82
20583,"4820686502","Червоний Стан","Червоный Стан","Chervonyi Stan","село",0,0,"Миколаївська","Баштанський",9.64
20584,"2324886301","Юр'ївка","Юрьевка","Yur'ivka","село",0,0,"Запорiзька","Приморський",3.2
20585,"2321283402","Восход","Восход","Voskhod","село",0,0,"Запорiзька","Веселiвський",4.2
20586,"2321283401","Матвіївка","Матвеевка","Matviivka","село",0,0,"Запорiзька","Веселiвський",4.3
20587,"4820682203","Лобріївка","Лобриевка","Lobriivka","село",0,0,"Миколаївська","Баштанський",9.95
20588,"","Елизаветiвка","","","",0,0,"","",2.6
20589,"4821785005","Староолексіївка","Староалексеевка","Starooleksiivka","село",0,0,"Миколаївська","Веселинiвський",10.56
20590,"2320685501","Осипенко","Осипенко","Osypenko","село",0,0,"Запорiзька","Бердянський",3.2
20591,"2321285702","Новоіванівка","Новоиванивка","Novoivanivka","село",0,0,"Запорiзька","Веселiвський",4.4
20592,"4824284002","Зелений Гай","Зеленый Гай","Zelenyi Hai","село",0,0,"Миколаївська","Миколаївський",10.5
20593,"2320684502","Куликівське","Куликовское","Kulykivs'ke","село",0,0,"Запорiзька","Бердянський",2.8
20594,"","Довге","","","",0,0,"","",6
20595,"6520980503","Лозове","Лозовое","Lozove","село",0,0,"Херсонська","Великоолександрiвський",7.39
20596,"4824883202","Новоінгулка","Новоингулка","Novoinhulka","село",0,0,"Миколаївська","Новоодеський",9.5
20597,"5125281301","Йосипівка","Йосиповка","Yosypivka","село",0,0,"Одеська","Фрунзiвський",8.52
20598,"2320680502","Полоузівка","Полоузовка","Polouzivka","село",0,0,"Запорiзька","Бердянський",2.6
20599,"6520681802","Саблуківка","Саблуковка","Sablukivka","село",0,0,"Херсонська","Бериславський",4.69
20600,"2320682003","Кримка","Крымка","Krymka","село",0,0,"Запорiзька","Бердянський",2.6
20601,"4820683001","Лоцкине","Лоцкино","Lotskyne","селище",0,0,"Миколаївська","Баштанський",9.64
20602,"4824884801","Себине","Себино","Sebyne","село",0,0,"Миколаївська","Новоодеський",9.31
20603,"2323083904","Прилуківка","Прилуковка","Prylukivka","село",0,0,"Запорiзька","Мелiтопольський",3.7
20604,"5123585503","Жукове","Жуково","Zhukove","село",0,0,"Одеська","Миколаївський",6.12
20605,"4821785002","Зоря","Заря","Zoria","село",0,0,"Миколаївська","Веселинiвський",10.04
20606,"2323086215","Ясне","Ясное","Yasne","село",0,0,"Запорiзька","Мелiтопольський",3.5
20607,"4824883901","Новопетрівське","Новопетровское","Novopetrivs'ke","село",0,0,"Миколаївська","Новоодеський",9.6
20608,"2323085109","Спаське","Спасское","Spas'ke","село",0,0,"Запорiзька","Мелiтопольський",3.9
20609,"5125255100","Фрунзівка","Фрунзовка","Frunzivka","смт",0,0,"Одеська","Фрунзiвський",7.26
20610,"6521281101","Катеринівка","Катериновка","Katerynivka","село",0,0,"Херсонська","Великолепетиський",4.18
20611,"4821755501","Бондарівка","Бондаревка","Bondarivka","село",0,0,"Миколаївська","Веселинiвський",8.97
20612,"4821783406","Первенець","Первенец","Pervenets'","село",0,0,"Миколаївська","Веселинiвський",9.94
20613,"2321255103","Ясна Поляна","Ясная Поляна","Yasna Poliana","село",0,0,"Запорiзька","Веселiвський",4.8
20614,"2321284001","Менчикури","Менчикуры","Menchykury","село",0,0,"Запорiзька","Веселiвський",4.9
20615,"5121281603","Лукашівка","Лукашовка","Lukashivka","село",0,0,"Одеська","Березiвський",6.86
20616,"6521284401","Миколаївка","Николаевка","Mykolaivka","село",0,0,"Херсонська","Великолепетиський",4.05
20617,"2321285701","Новоуспенівка","Новоуспеновка","Novouspenivka","село",0,0,"Запорiзька","Веселiвський",4.5
20618,"4821785001","Ставки","Ставки","Stavky","село",0,0,"Миколаївська","Веселинiвський",10.18
20619,"2321286801","Чкалове","Чкалово","Chkalove","село",0,0,"Запорiзька","Веселiвський",4.9
20620,"5125484702","Виноградівка","Виноградовка","Vynohradivka","село",0,0,"Одеська","Ширяївський",5.52
20621,"2323086213","Широкий Лан","Широкий Лан","Shyrokyi Lan","село",0,0,"Запорiзька","Мелiтопольський",3.5
20622,"","Привiльне","","","",0,0,"","",3.6
20623,"5125482203","Володимирівка","Владимировка","Volodymyrivka","село",0,0,"Одеська","Ширяївський",6.23
20624,"2324881303","Підгірне","Подгорное","Pidhirne","село",0,0,"Запорiзька","Приморський",2.8
20625,"5125485204","Никомаврівка","Никомавровка","Nykomavrivka","село",0,0,"Одеська","Ширяївський",5.93
20626,"5125481004","Польове","Полевое","Pol'ove","село",0,0,"Одеська","Ширяївський",5.77
20627,"4825782001","Кобзарці","Кобзарцы","Kobzartsi","село",0,0,"Миколаївська","Снiгурiвський",8.7
20628,"6520981501","Брускинське","Брускинское","Bruskyns'ke","село",0,0,"Херсонська","Великоолександрiвський",6.46
20629,"5125255401","Андрусова","Андрусова","Andrusova","село",0,0,"Одеська","Фрунзiвський",6.5
20630,"2321282501","Корніївка","Корнеевка","Korniivka","село",0,0,"Запорiзька","Веселiвський",5
20631,"5125484704","Олександро-Вовкове","Александро-Волково","Oleksandro-Vovkove","село",0,0,"Одеська","Ширяївський",5.51
20632,"5121280404","Красне","Красное","Krasne","село",0,0,"Одеська","Березiвський",6.41
20633,"6523880201","Анатолівка","Анатольевка","Anatolivka","село",0,0,"Херсонська","Нижньосiрогозький",3.86
20634,"5125281307","Унтилівка","Унтиловка","Untylivka","село",0,0,"Одеська","Фрунзiвський",7.96
20635,"5125255411","Краснопіль","Краснополь","Krasnopil'","село",0,0,"Одеська","Фрунзiвський",6.88
20636,"4825785003","Поляна","Поляна","Poliana","село",0,0,"Миколаївська","Снiгурiвський",8.96
20637,"4821755502","Виноградівка","Виноградовка","Vynohradivka","село",0,0,"Миколаївська","Веселинiвський",8.76
20638,"2324584605","Оріхівка","Ореховка","Orikhivka","село",0,0,"Запорiзька","Приазовський",3.2
20639,"4824285001","Шостакове","Шостаково","Shostakove","село",0,0,"Миколаївська","Миколаївський",9.91
20640,"6520980501","Благодатівка","Благодатовка","Blahodativka","село",0,0,"Херсонська","Великоолександрiвський",7.85
20641,"5121285605","Травневе","Травневое","Travneve","селище",0,0,"Одеська","Березiвський",8.58
20642,"4821182201","Любомирівка","Любомировка","Liubomyrivka","село",0,0,"Миколаївська","Березнегуватський",8.51
20643,"5125481005","Ревова","Ревова","Revova","село",0,0,"Одеська","Ширяївський",5.56
20644,"5125483403","Жовтневе","Жовтневое","Zhovtneve","село",0,0,"Одеська","Ширяївський",5.99
20645,"5125255413","Нова Григорівка","Новая Григоровка","Nova Hryhorivka","село",0,0,"Одеська","Фрунзiвський",6.3
20646,"2323086201","Промінь","Проминь","Promin'","село",0,0,"Запорiзька","Мелiтопольський",3.6
20647,"5121283803","Іванівка","Ивановка","Ivanivka","село",0,0,"Одеська","Березiвський",8.69
20648,"","Ульянiвське","","","",0,0,"","",3.3
20649,"4820683402","Виноградівка","Виноградовка","Vynohradivka","село",0,0,"Миколаївська","Баштанський",9.04
20650,"2320680501","Андрівка","Андровка","Andrivka","село",0,0,"Запорiзька","Бердянський",2.5
20651,"6520981002","Кучерське","Кучерское","Kuchers'ke","село",0,0,"Херсонська","Великоолександрiвський",5.72
20652,"2324584604","Мар'янівка","Марьяновка","Mar'yanivka","село",0,0,"Запорiзька","Приазовський",3.4
20653,"5121281601","Демидове","Демидово","Demydove","село",0,0,"Одеська","Березiвський",6.98
20654,"6523880202","Догмарівка","Догмаровка","Dohmarivka","село",0,0,"Херсонська","Нижньосiрогозький",3.82
20655,"4821780601","Катеринівка","Катериновка","Katerynivka","село",0,0,"Миколаївська","Веселинiвський",10.47
20656,"2324883402","Калинівка","Калиновка","Kalynivka","село",0,0,"Запорiзька","Приморський",3.5
20657,"5121280402","Антонівка","Антоновка","Antonivka","село",0,0,"Одеська","Березiвський",6.03
20658,"2340484003","Роза","Роза","Roza","село",0,0,"Запорiзька","м.Бердянськ (мiськрада)",2.4
20659,"4825785002","Покровське","Покровское","Pokrovs'ke","село",0,0,"Миколаївська","Снiгурiвський",9.21
20660,"6520980506","Сухий Ставок","Сухой Ставок","Sukhyi Stavok","село",0,0,"Херсонська","Великоолександрiвський",7.1
20661,"2321255100","Веселе","Веселое","Vesele","смт",0,0,"Запорiзька","Веселiвський",4.7
20662,"6520955701","Зелений Гай","Зеленый Гай","Zelenyi Hai","село",0,0,"Херсонська","Великоолександрiвський",8.02
20663,"5125281303","Самійлівка","Самойловка","Samiilivka","село",0,0,"Одеська","Фрунзiвський",8.46
20664,"6520684202","Суханове","Суханово","Sukhanove","село",0,0,"Херсонська","Бериславський",5.42
20665,"4820681201","Інгулка","Ингулка","Inhulka","село",0,0,"Миколаївська","Баштанський",9
20666,"5125484404","Петрівське","Петровское","Petrivs'ke","село",0,0,"Одеська","Ширяївський",5.59
20667,"4824883201","Кандибине","Кандыбино","Kandybyne","село",0,0,"Миколаївська","Новоодеський",8.37
20668,"5125484404","Петрівське","Петровское","Petrivs'ke","село",0,0,"Одеська","Ширяївський",5.59
20669,"2323083905","Травневе","Травневое","Travneve","село",0,0,"Запорiзька","Мелiтопольський",3.7
20670,"6521280502","Запоріжжя","Запорожье","Zaporizhzhia","село",0,0,"Херсонська","Великолепетиський",3.9
20671,"6523883501","Новопетрівка","Новопетровка","Novopetrivka","село",0,0,"Херсонська","Нижньосiрогозький",3.83
20672,"4825785004","Радгоспне","Радгоспное","Radhospne","селище",0,0,"Миколаївська","Снiгурiвський",9.18
20673,"5125485201","Саханське","Саханское","Sakhans'ke","село",0,0,"Одеська","Ширяївський",5.76
20674,"4821785602","Піщаний Брід","Песчаный Брод","Pishchanyi Brid","село",0,0,"Миколаївська","Веселинiвський",10.15
20675,"2323080402","Арабка","Арабка","Arabka","село",0,0,"Запорiзька","Мелiтопольський",3.3
20676,"4820680803","Новоолександрівка","Новоалександровка","Novooleksandrivka","село",0,0,"Миколаївська","Баштанський",9.26
20677,"5121281001","Виноградне","Виноградное","Vynohradne","село",0,0,"Одеська","Березiвський",8.79
20678,"5125485203","Журавське","Журавское","Zhuravs'ke","село",0,0,"Одеська","Ширяївський",5.63
20679,"6520681801","Качкарівка","Качкаровка","Kachkarivka","село",0,0,"Херсонська","Бериславський",4.82
20680,"2323085111","Федорівка","Федоровка","Fedorivka","село",0,0,"Запорiзька","Мелiтопольський",4
20681,"2324882801","Коларівка","Коларовка","Kolarivka","село",0,0,"Запорiзька","Приморський",3.2
20682,"6521280501","Демидівка","Демидовка","Demydivka","село",0,0,"Херсонська","Великолепетиський",3.9
20683,"2324584601","Новоспаське","Новосспаское","Novospas'ke","село",0,0,"Запорiзька","Приазовський",3.3
20684,"5125255111","Майорське","Майорское","Maiors'ke","село",0,0,"Одеська","Фрунзiвський",7.05
